YEAR,WEEK,ILITOTAL,EMA,,,,,,,,,,,,,,,,,,,,,PRED,BETA,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,14,27,48.87315802,,,,,,44,,,,,,0.78241223,,,,,,56.460815,,,56.460815,0.78241223,236,,,,,,,,,,,,,,,,,,,,,,,,,
2018,15,12,37.81121062,,,,,,45,,,,,,0.75044775,,,,,,46.11316,,,46.11316,0.75044775,237,,,,,,,,,,,,,,,,,,,,,,,,,
2018,16,8,28.86784743,,,,,,46,,,,,,0.71885735,,,,,,36.680054,,,36.680054,0.71885735,238,,,,,,,,,,,,,,,,,,,,,,,,,
2018,17,11,23.5074932,,,,,,47,,,,,,0.6876848,,,,,,28.303833,,,28.303833,0.6876848,239,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18,7,18.55524524,,,,,,48,,,,,,0.6569684,,,,,,21.25122,,,21.25122,0.6569684,240,,,,,,,,,,,,,,,,,,,,,,,,,
2018,19,5,14.48867167,,,,,,49,,,,,,0.6267408,,,,,,15.511841,,,15.511841,0.6267408,241,,,,,,,,,,,,,,,,,,,,,,,,,
2018,20,6,11.94207017,,,,,,50,,,,,,0.5970312,,,,,,10.999634,,,10.999634,0.5970312,242,,,,,,,,,,,,,,,,,,,,,,,,,
2018,21,3,9.259449118,,,,,,51,1,,,,,0.5678641,0.5705908,,,,,7.590454,9,,9,0.5705908,243,,,,,,,,,,,,,,,,,,,,,,,,,
2018,22,0,6.481614382,,,,,,52,2,,,,,0.5392602,0.62493646,,,,,5.086426,5.401696,,5.401696,0.62493646,244,,,,,,,,,,,,,,,,,,,,,,,,,
2018,23,0,4.537130068,,,,,,53,3,,,,,0.5112368,0.6432547,,,,,3.3165283,3.9173899,,3.9173899,0.6432547,245,,,,,,,,,,,,,,,,,,,,,,,,,
2018,24,0,3.175991047,,,,,,54,4,,,,,0.48380843,0.67955077,,,,,2.1013184,2.9806194,,2.9806194,0.67955077,246,,,,,,,,,,,,,,,,,,,,,,,,,
2018,25,0,2.223193733,,,,,,55,5,,,,,0.45698622,0.74915713,,,,,1.2949219,2.3936672,,2.3936672,0.74915713,247,,,,,,,,,,,,,,,,,,,,,,,,,
2018,26,0,1.556235613,,,,,,56,6,,,,,0.43077874,0.8380859,,,,,0.776001,2.0872421,,2.0872421,0.8380859,248,,,,,,,,,,,,,,,,,,,,,,,,,
2018,27,0,1.089364929,,,,,,57,7,,,,,0.40519318,0.9287827,,,,,0.45214844,1.9667664,,1.9667664,0.9287827,249,,,,,,,,,,,,,,,,,,,,,,,,,
2018,28,2,1.36255545,,,,,,58,8,,,,,0.38023326,1.010304,,,,,0.2562256,1.9745655,,1.9745655,1.010304,250,,,,,,,,,,,,,,,,,,,,,,,,,
2018,29,1,1.253788815,,,,,,59,9,,,,,0.3559017,1.0781784,,,,,0.14111328,2.0871239,,2.0871239,1.0781784,251,,,,,,,,,,,,,,,,,,,,,,,,,
2018,30,1,1.177652171,,,,,,60,10,,,,,0.33219904,1.1318551,,,,,0.075805664,2.2959976,,2.2959976,1.1318551,252,,,,,,,,,,,,,,,,,,,,,,,,,
2018,31,1,1.12435652,,,,,,61,11,,,,,0.30912483,1.1726359,,,,,0.03955078,2.6043549,,2.6043549,1.1726359,253,,,,,,,,,,,,,,,,,,,,,,,,,
2018,32,4,1.987049564,,,,,,62,12,,,,,0.28667596,1.2024678,,,,,0.020019531,3.023304,,3.023304,1.2024678,254,,,,,,,,,,,,,,,,,,,,,,,,,
2018,33,9,4.090934695,,,,,,63,13,,,,,0.26484948,1.2233462,,,,,0.009765625,3.5657272,,3.5657272,1.2233462,255,,,,,,,,,,,,,,,,,,,,,,,,,
2018,34,8,5.263654286,,,,,,64,14,,,,,0.24364018,1.2370657,,,,,0.004760742,4.251114,,4.251114,1.2370657,256,,,,,,,,,,,,,,,,,,,,,,,,,
2018,35,7,5.784558,,,,,,65,15,,,,,0.2230429,1.245139,,,,,0.002319336,5.104805,,5.104805,1.245139,257,,,,,,,,, ,,,,,,,,,,,,,,,,
2018,36,7,6.1491906,,,,,,66,16,,,,,0.2030513,1.2487996,,,,,0.000854492,6.149029,,6.149029,1.2487996,258,,,,,,,,,,,,,,,,,,,,,,,,,
2018,37,10,7.30443342,,,,,,67,17,,,,,0.1836575,1.2490324,,,,,0.000488281,7.40926,,7.40926,1.2490324,259,,,,,,,,,,,,,,,,,,,,,,,,,
2018,38,12,8.713103394,,,,,,68,18,,,,,0.16485289,1.2466136,,,,,0.000244141,8.922241,,8.922241,1.2466136,260,,,,,,,,,,,,,,,,,,,,,,,,,
2018,39,11,9.399172376,,,,,,69,19,,,,,0.14663002,1.2421527,,,,,0,10.711563,,10.711563,1.2421527,261,,,,,,,,,,,,,,,,,,,,,,,,,
2018,40,32,16.17942066,,,,,,70,20,,,,,0.12897897,1.2361226,,,,,0,12.801079,,12.801079,1.2361226,262,,,,,,,,,,,,,,,,,,,,,,,,,
2018,41,35,21.82559446,,,,,,,21,,,,,,1.2288922,,,,,,15.231316,,15.231316,1.2288922,263,,,,,,,,,,,,,,,,,,,,,,,,,
2018,42,33,25.17791612,,,,,,,22,,,,,,1.2207464,,,,,,18.016693,,18.016693,1.2207464,264,,,,,,,,,,,,,,,,,,,,,,,,,
2018,43,45,31.12454129,,,,,,,23,,,,,,1.2119069,,,,,,21.166336,,21.166336,1.2119069,265,,,,,,,,,,,,,,,,,,,,,,,,,
2018,44,36,32.5871789,,,,,,,24,,,,,,1.2025441,,,,,,24.714249,,24.714249,1.2025441,266,,,,,,,,,,,,,,,,,,,,,,,,,
2018,45,31,32.11102523,,,,,,,25,,,,,,1.1927907,,,,,,28.651825,,28.651825,1.1927907,267,,,,,,,,,,,,,,,,,,,,,,,,,
2018,46,28,30.87771766,,,,,,,26,,,,,,1.1827486,,,,,,32.95546,,32.95546,1.1827486,268,,,,,,,,,,,,,,,,,,,,,,,,,
2018,47,32,31.21440236,,,,,,,27,,,,,,1.1724969,,,,,,37.642548,,37.642548,1.1724969,269,,,,,,,,,,,,,,,,,,,,,,,,,
2018,48,35,32.35008165,,,,,,,28,,,,,,1.1620969,,,,,,42.668793,,42.668793,1.1620969,270,,,,,,,,,,,,,,,,,,,,,,,,,
2018,49,39,34.34505716,,,,,,,29,,,,,,1.1515948,,,,,,47.96347,,47.96347,1.1515948,271,,,,,,,,,,,,,,,,,,,,,,,,,
2018,50,43,36.94154001,,,,,,,30,,,,,,1.1410282,,,,,,53.51718,,53.51718,1.1410282,272,,,,,,,,,,,,,,,,,,,,,,,,,
2018,51,41,38.15907801,,,,,,,31,,,,,,1.130424,,,,,,59.251953,,59.251953,1.130424,273,,,,,,,,,,,,,,,,,,,,,,,,,
2018,52,67,46.81135461,,,,,,,32,,,,,,1.1198045,,,,,,65.043396,,65.043396,1.1198045,274,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,64,51.96794822,,,,,,,33,,,,,,1.1091864,,,,,,70.851746,,70.851746,1.1091864,275,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,67,56.47756376,,,,,,,34,,,,,,1.0985827,,,,,,76.58563,,76.58563,1.0985827,276,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,108,71.93429463,,,,,,,35,,,,,,1.0880036,,,,,,82.08276,,82.08276,1.0880036,277,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,95,78.85400624,,,,,,,36,,,,,,1.0774568,,,,,,87.269165,,87.269165,1.0774568,278,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5,106,86.99780437,,,,,,,37,,,,,,1.0669483,,,,,,92.08209,,92.08209,1.0669483,279,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,100,90.89846306,,,,,,,38,,,,,,1.0564833,,,,,,96.35693,,96.35693,1.0564833,280,,,,,,,,,,,,,,,,,,,,,,,,,
2019,7,147,107.7289241,,,,,,,39,,,,,,1.046065,,,,,,99.98901,,99.98901,1.046065,281,,,,,,,,,,,,,,,,,,,,,,,,,
2019,8,153,121.3102469,,,,,,,40,,,,,,1.0356973,,,,,,102.98193,,102.98193,1.0356973,282,,,,,,,,,,,,,,,,,,,,,,,,,
2019,9,219,150.6171728,,,,,,,41,,,,,,1.0253819,,,,,,105.21765,,105.21765,1.0253819,283,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10,250,180.432021,,,,,,,42,,,,,,1.0151217,,,,,,106.59265,,106.59265,1.0151217,284,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,255,202.8024147,,,,,,,43,,,,,,1.004918,,,,,,107.157715,,107.157715,1.004918,285,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,141,184.2616903,,,,,,,44,,,,,,0.9947721,,,,,,106.89978,,106.89978,0.9947721,286,,,,,,,,,,,,,,,,,,,,,,,,,
2019,13,100,158.9831832,,,,,,,45,,,,,,0.9846857,,,,,,105.76465,,105.76465,0.9846857,287,,,,,,,,,,,,,,,,,,,,,,,,,
2019,14,69,131.9882282,,,,,,,46,,,,,,0.97466,,,,,,103.792725,,103.792725,0.97466,288,,,,,,,,,,,,,,,,,,,,,,,,,
2019,15,61,110.6917598,,,,,,,47,,,,,,0.9646958,,,,,,101.101685,,101.101685,0.9646958,289,,,,,,,,,,,,,,,,,,,,,,,,,
2019,16,48,91.88423184,,,,,,,48,,,,,,0.95479417,,,,,,97.70715,,97.70715,0.95479417,290,,,,,,,,,,,,,,,,,,,,,,,,,
2019,17,26,72.11896229,,,,,,,49,,,,,,0.9449566,,,,,,93.645996,,93.645996,0.9449566,291,,,,,,,,,,,,,,,,,,,,,,,,,
2019,18,20,56.4832736,,,,,,,50,,,,,,0.93518305,,,,,,89.066895,,89.066895,0.93518305,292,,,,,,,,,,,,,,,,,,,,,,,,,
2019,19,24,46.73829152,,,,,,,51,,,,,,0.92547536,,,,,,84.08032,,84.08032,0.92547536,293,,,,,,,,,,,,,,,,,,,,,,,,,
2019,20,20,38.71680406,,,,,,,52,,,,,,0.9158336,,,,,,78.745605,,78.745605,0.9158336,294,,,,,,,,,,,,,,,,,,,,,,,,,
2019,21,21,33.40176284,,,,,,,53,,,,,,0.9062589,,,,,,73.1499,,73.1499,0.9062589,295,,,,,,,,,,,,,,,,,,,,,,,,,
2019,22,17,28.48123399,,,,,,,54,,,,,,0.8967522,,,,,,67.451904,,67.451904,0.8967522,296,,,,,,,,,,,,,,,,,,,,,,,,,
2019,23,11,23.23686379,,,,,,,55,,,,,,0.88731414,,,,,,61.733154,,61.733154,0.88731414,297,,,,,,,,,,,,,,,,,,,,,,,,,
2019,24,13,20.16580466,,,,,,,56,,,,,,0.8779453,,,,,,56.05591,,56.05591,0.8779453,298,,,,,,,,,,,,,,,,,,,,,,,,,
2019,25,7,16.21606326,,,,,,,57,,,,,,0.8686466,,,,,,50.496826,,50.496826,0.8686466,299,,,,,,,,,,,,,,,,,,,,,,,,,
2019,26,12,14.95124428,,,,,,,58,,,,,,0.8594185,,,,,,45.160645,,45.160645,0.8594185,300,,,,,,,,,,,,,,,,,,,,,,,,,
2019,27,8,12.865871,,,,,,,59,,,,,,0.8502617,,,,,,40.090332,,40.090332,0.8502617,301,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,15,13.5061097,,,,,,,60,,,,,,0.8411771,,,,,,35.315186,,35.315186,0.8411771,302,,,,,,,,,,,,,,,,,,,,,,,,,
2019,29,9,12.15427679,,,,,,,61,,,,,,0.832165,,,,,,30.865723,,30.865723,0.832165,303,,,,,,,,,,,,,,,,,,,,,,,,,
2019,30,7,10.60799375,,,,,,,62,,,,,,0.8232261,,,,,,26.784912,,26.784912,0.8232261,304,,,,,,,,,,,,,,,,,,,,,,,,,
2019,31,14,11.62559563,,,,,,,63,,,,,,0.8143611,,,,,,23.075684,,23.075684,0.8143611,305,,,,,,,,,,,,,,,,,,,,,,,,,
2019,32,9,10.83791694,,,,,,,64,,,,,,0.8055707,,,,,,19.731201,,19.731201,0.8055707,306,,,,,,,,,,,,,,,,,,,,,,,,,
2019,33,9,10.28654186,,,,,,,65,,,,,,0.79685485,,,,,,16.741943,,16.741943,0.79685485,307,,,,,,,,,,,,,,,,,,,,,,,,,
2019,34,8,9.6005793,,,,,,,66,,,,,,0.78821445,,,,,,14.106445,,14.106445,0.78821445,308,,,,,,,,,,,,,,,,,,,,,,,,,
2019,35,17,11.82040551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,36,17,13.37428386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,37,7,11.4619987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,38,21,14.32339909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,39,19,15.72637936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,40,60,29.00846555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,41,57,37.40592589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,42,66,45.98414812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,43,81,56.48890369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,44,71,60.84223258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,45,83,67.48956281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,46,80,71.24269396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,47,68,70.26988577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,48,61,67.48892004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,49,85,72.74224403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,50,91,78.21957082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,51,100,84.75369957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,52,114,93.5275897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1,135,105.9693128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2,146,117.978519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3,147,126.6849633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,142,131.2794743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,198,151.295632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,6,272,187.5069424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,297,220.3548597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,294,242.4484018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,206,231.5138812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,10,242,234.6597169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,11,169,214.9618018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,12,71,171.7732613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,13,36,131.0412829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,14,16,96.52889802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,15,12,71.17022861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,16,10,52.81916003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,17,19,42.67341202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,18,17,34.97138841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,19,12,28.07997189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,20,15,24.15598032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,21,14,21.10918623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,22,6,16.57643036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,23,13,15.50350125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,24,12,14.45245088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25,16,14.91671561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,26,35,20.94170093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,27,22,21.25919065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,28,26,22.68143346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,29,17,20.97700342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,30,19,20.38390239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,31,14,18.46873168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,32,22,19.52811217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,33,21,19.96967852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,34,51,29.27877496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,35,598,199.8951425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,36,308,232.3265997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,37,116,197.4286198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,38,92,165.8000339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,39,104,147.2600237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,40,90,130.0820166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,41,114,125.2574116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,42,100,117.6801881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,43,109,115.0761317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,44,135,121.0532922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,45,289,171.4373045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,46,49,134.7061132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,47,77,117.3942792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,48,31,91.47599545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,49,49,78.73319682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,50,38,66.51323777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,51,50,61.55926644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,52,20,49.09148651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,53,14,38.56404056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,18,32.39482839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,20,28.67637987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
