temp(ORI),temp
27.94444444,27.94
26.55555556,26.56
24.11111111,24.11
24.33333333,24.33
23.72222222,23.72
23.66666667,23.67
25.88888889,25.89
27,27
26.38888889,26.39
24.83333333,24.83
29.77777778,29.78
25.38888889,25.39
28.83333333,28.83
27.83333333,27.83
25.16666667,25.17
26.33333333,26.33
26.55555556,26.56
26,26
23.77777778,23.78
22.61111111,22.61
22.88888889,22.89
25.83333333,25.83
25.33333333,25.33
25.16666667,25.17
25.16666667,25.17
25.05555556,25.06
23.38888889,23.39
23.16666667,23.17
24.16666667,24.17
26.5,26.5
26.55555556,26.56
28.88888889,28.89
26.55555556,26.56
24.55555556,24.56
21.72222222,21.72
23.33333333,23.33
24.77777778,24.78
24.33333333,24.33
26.77777778,26.78
25.55555556,25.56
23.83333333,23.83
20.22222222,20.22
17.16666667,17.17
22.66666667,22.67
25.77777778,25.78
25.16666667,25.17
24.33333333,24.33
26.72222222,26.72
25.94444444,25.94
27.11111111,27.11
23.27777778,23.28
23.61111111,23.61
20.5,20.5
19.61111111,19.61
20.33333333,20.33
22.94444444,22.94
27.27777778,27.28
28.66666667,28.67
28,28
24.11111111,24.11
22.55555556,22.56
20.88888889,20.89
18.77777778,18.78
20.77777778,20.78
23.94444444,23.94
22.83333333,22.83
23.88888889,23.89
22.55555556,22.56
21.94444444,21.94
20.11111111,20.11
23.05555556,23.06
26.61111111,26.61
25.72222222,25.72
24.66666667,24.67
24.77777778,24.78
23.44444444,23.44
25.55555556,25.56
17.5,17.5
17.83333333,17.83
14.83333333,14.83
15.72222222,15.72
17,17
17.72222222,17.72
16.55555556,16.56
14.88888889,14.89
20.44444444,20.44
22.66666667,22.67
22.55555556,22.56
15.61111111,15.61
13,13
15.27777778,15.28
17.22222222,17.22
19.88888889,19.89
16.16666667,16.17
10.27777778,10.28
13.94444444,13.94
19.77777778,19.78
22.55555556,22.56
25.38888889,25.39
22.94444444,22.94
15.88888889,15.89
13.22222222,13.22
8.333333333,8.33
10.22222222,10.22
17.05555556,17.06
12.11111111,12.11
12.22222222,12.22
14.94444444,14.94
10.38888889,10.39
15.66666667,15.67
22.16666667,22.17
15.88888889,15.89
14.72222222,14.72
22.33333333,22.33
19.66666667,19.67
16.61111111,16.61
11.16666667,11.17
11.72222222,11.72
11.5,11.5
13.05555556,13.06
13.77777778,13.78
8,8
9.666666667,9.67
9.722222222,9.72
4.888888889,4.89
6.944444444,6.94
11.33333333,11.33
9.055555556,9.06
11.94444444,11.94
18.83333333,18.83
13.77777778,13.78
3.5,3.5
-0.277777778,-0.28
2.111111111,2.11
5.722222222,5.72
8.388888889,8.39
5.277777778,5.28
5.666666667,5.67
5,5
4.777777778,4.78
10.05555556,10.06
9.944444444,9.94
3.166666667,3.17
3.166666667,3.17
4.166666667,4.17
3.222222222,3.22
1.333333333,1.33
2.222222222,2.22
2.388888889,2.39
-0.5,-0.5
-5.333333333,-5.33
-4.5,-4.5
-2.277777778,-2.28
3.777777778,3.78
-1.444444444,-1.44
-3.277777778,-3.28
-7.666666667,-7.67
-9.833333333,-9.83
-4.277777778,-4.28
-3,-3
-15.27777778,-15.28
-12.33333333,-12.33
-3.611111111,-3.61
0.777777778,0.78
2.611111111,2.61
2.555555556,2.56
4.444444444,4.44
5.5,5.5
10.22222222,10.22
1.333333333,1.33
3.333333333,3.33
3.166666667,3.17
2.222222222,2.22
3.666666667,3.67
-0.111111111,-0.11
6,6
3.666666667,3.67
-7.388888889,-7.39
-10,-10
-14.55555556,-14.56
-11.44444444,-11.44
-9.777777778,-9.78
-0.722222222,-0.72
6.888888889,6.89
7.333333333,7.33
0.833333333,0.83
-2.555555556,-2.56
-0.333333333,-0.33
0.222222222,0.22
7.333333333,7.33
6.888888889,6.89
4.222222222,4.22
6.277777778,6.28
8.5,8.5
12.61111111,12.61
6.5,6.5
4.833333333,4.83
4.555555556,4.56
5.388888889,5.39
0.555555556,0.56
-1.5,-1.5
0.833333333,0.83
-0.5,-0.5
0.888888889,0.89
5.888888889,5.89
3.222222222,3.22
-3.555555556,-3.56
-4,-4
-1.388888889,-1.39
2.777777778,2.78
8.277777778,8.28
11.5,11.5
-1.888888889,-1.89
-7.333333333,-7.33
4.611111111,4.61
12.94444444,12.94
6.944444444,6.94
2.833333333,2.83
6.611111111,6.61
2.5,2.5
7,7
14.33333333,14.33
13.33333333,13.33
10.33333333,10.33
14.77777778,14.78
15.16666667,15.17
12.16666667,12.17
10.88888889,10.89
10.11111111,10.11
-1.5,-1.5
2.833333333,2.83
10,10
16.61111111,16.61
8.222222222,8.22
1.388888889,1.39
0.444444444,0.44
9,9
12.11111111,12.11
15.16666667,15.17
11.16666667,11.17
8.833333333,8.83
7.833333333,7.83
1.722222222,1.72
-0.166666667,-0.17
0.944444444,0.94
-0.277777778,-0.28
-3.611111111,-3.61
-3.666666667,-3.67
2.722222222,2.72
9.888888889,9.89
5.222222222,5.22
8,8
14.38888889,14.39
8.666666667,8.67
3.444444444,3.44
5.666666667,5.67
18.61111111,18.61
16.27777778,16.28
12,12
11.33333333,11.33
11,11
10.72222222,10.72
13.16666667,13.17
6.611111111,6.61
8.777777778,8.78
12.77777778,12.78
14.61111111,14.61
13,13
8.833333333,8.83
9.055555556,9.06
9.055555556,9.06
14.94444444,14.94
20.11111111,20.11
19.11111111,19.11
11.05555556,11.06
13.88888889,13.89
20.11111111,20.11
21.27777778,21.28
23.77777778,23.78
17.94444444,17.94
16.83333333,16.83
18.77777778,18.78
23.16666667,23.17
20.61111111,20.61
11.27777778,11.28
12.27777778,12.28
13.66666667,13.67
17.22222222,17.22
21,21
18.16666667,18.17
9.888888889,9.89
13.27777778,13.28
10.27777778,10.28
15.22222222,15.22
10.77777778,10.78
11.88888889,11.89
8.777777778,8.78
9.555555556,9.56
12.66666667,12.67
14.11111111,14.11
14.55555556,14.56
16.83333333,16.83
23.77777778,23.78
20.72222222,20.72
16.88888889,16.89
17.11111111,17.11
20.33333333,20.33
22.22222222,22.22
24.27777778,24.28
23.27777778,23.28
25.44444444,25.44
25.5,25.5
13.11111111,13.11
17.77777778,17.78
15.11111111,15.11
16.72222222,16.72
15.77777778,15.78
15.44444444,15.44
17.55555556,17.56
21.66666667,21.67
19.77777778,19.78
21.27777778,21.28
22.27777778,22.28
20.22222222,20.22
19.61111111,19.61
21.05555556,21.06
23.77777778,23.78
26.72222222,26.72
26.5,26.5
26.27777778,26.28
20.94444444,20.94
20.61111111,20.61
21.27777778,21.28
25,25
25.77777778,25.78
27.83333333,27.83
28.88888889,28.89
29.83333333,29.83
25.33333333,25.33
25.27777778,25.28
25.44444444,25.44
26.27777778,26.28
23.27777778,23.28
22.5,22.5
24.33333333,24.33
26.38888889,26.39
26.44444444,26.44
25.55555556,25.56
20.5,20.5
19.61111111,19.61
17.22222222,17.22
16.11111111,16.11
24.72222222,24.72
26.38888889,26.39
24.16666667,24.17
24.22222222,24.22
25.5,25.5
27.5,27.5
26.61111111,26.61
25,25
26.83333333,26.83
27.22222222,27.22
24.61111111,24.61
26.66666667,26.67
25.94444444,25.94
27.44444444,27.44
29.72222222,29.72
27,27
24.33333333,24.33
22.88888889,22.89
24.66666667,24.67
23.61111111,23.61
26.22222222,26.22
28.83333333,28.83
29.88888889,29.89
30.5,30.5
26.16666667,26.17
27.77777778,27.78
24.27777778,24.28
24.55555556,24.56
26.44444444,26.44
25.44444444,25.44
23.77777778,23.78
21.38888889,21.39
22,22
23.5,23.5
24.33333333,24.33
23.11111111,23.11
24.72222222,24.72
18.16666667,18.17
20.55555556,20.56
21.94444444,21.94
21.88888889,21.89
19.88888889,19.89
21.38888889,21.39
23.16666667,23.17
22.05555556,22.06
20.38888889,20.39
18.5,18.5
23.83333333,23.83
25.66666667,25.67
25.33333333,25.33
24.05555556,24.06
23.77777778,23.78
25.11111111,25.11
26.11111111,26.11
25.05555556,25.06
22.33333333,22.33
19.05555556,19.06
19.38888889,19.39
19.5,19.5
21.27777778,21.28
22.61111111,22.61
20.72222222,20.72
22.66666667,22.67
18.33333333,18.33
18.83333333,18.83
17.22222222,17.22
16.27777778,16.28
21.66666667,21.67
24.55555556,24.56
17.27777778,17.28
12.88888889,12.89
15,15
18.44444444,18.44
20.05555556,20.06
17.61111111,17.61
17.5,17.5
19.44444444,19.44
17,17
18.22222222,18.22
24.83333333,24.83
26,26
24.05555556,24.06
23.22222222,23.22
21.77777778,21.78
28.5,28.5
27.55555556,27.56
27.88888889,27.89
27.11111111,27.11
25.66666667,25.67
26.5,26.5
26.83333333,26.83
19.16666667,19.17
15.61111111,15.61
17.5,17.5
15.5,15.5
18.44444444,18.44
24.33333333,24.33
23.61111111,23.61
20.88888889,20.89
20.5,20.5
21.22222222,21.22
20.66666667,20.67
19.33333333,19.33
18.88888889,18.89
20.11111111,20.11
13.11111111,13.11
15,15
19.27777778,19.28
25.11111111,25.11
14,14
11.11111111,11.11
14.27777778,14.28
16,16
17.94444444,17.94
19.44444444,19.44
20.94444444,20.94
15.5,15.5
12.72222222,12.72
7.777777778,7.78
7.722222222,7.72
13.44444444,13.44
5.777777778,5.78
3.222222222,3.22
5.111111111,5.11
7.666666667,7.67
3.555555556,3.56
7.055555556,7.06
14.77777778,14.78
8.944444444,8.94
14.38888889,14.39
14.44444444,14.44
5.944444444,5.94
6.666666667,6.67
3.666666667,3.67
3.277777778,3.28
-1.277777778,-1.28
3.944444444,3.94
5.055555556,5.06
5.5,5.5
8,8
9.277777778,9.28
1.166666667,1.17
6.833333333,6.83
9.444444444,9.44
0.277777778,0.28
7.111111111,7.11
4.5,4.5
-1,-1
3.888888889,3.89
10.83333333,10.83
9.555555556,9.56
6,6
12.44444444,12.44
14.61111111,14.61
7.055555556,7.06
6.666666667,6.67
4.277777778,4.28
7.888888889,7.89
9.222222222,9.22
15.5,15.5
2.166666667,2.17
2.277777778,2.28
-3.666666667,-3.67
-2.944444444,-2.94
-1.333333333,-1.33
0,0
4.5,4.5
-2,-2
2.888888889,2.89
-1.833333333,-1.83
0.5,0.5
6.722222222,6.72
7.777777778,7.78
8.222222222,8.22
6.444444444,6.44
2.944444444,2.94
7.166666667,7.17
5.277777778,5.28
0.222222222,0.22
-4.888888889,-4.89
-8.944444444,-8.94
-14.11111111,-14.11
-16.5,-16.5
-10.33333333,-10.33
-7.5,-7.5
-10.94444444,-10.94
-16.61111111,-16.61
-20.44444444,-20.44
-16.22222222,-16.22
-9.166666667,-9.17
-14.61111111,-14.61
-12.88888889,-12.89
-14.77777778,-14.78
-0.944444444,-0.94
1.055555556,1.06
0.444444444,0.44
9.777777778,9.78
7.277777778,7.28
-8.055555556,-8.06
-9.833333333,-9.83
-7.166666667,-7.17
-8.166666667,-8.17
-15.61111111,-15.61
-11.55555556,-11.56
-2.111111111,-2.11
3.5,3.5
5.277777778,5.28
10.72222222,10.72
11.22222222,11.22
1.055555556,1.06
-0.666666667,-0.67
5.944444444,5.94
9.055555556,9.06
8,8
3.444444444,3.44
-2.277777778,-2.28
-3.166666667,-3.17
5.388888889,5.39
-3.611111111,-3.61
-7.944444444,-7.94
1.944444444,1.94
-4.555555556,-4.56
-9.388888889,-9.39
-9.111111111,-9.11
-6.833333333,-6.83
-2,-2
0.833333333,0.83
-5.611111111,-5.61
-6.555555556,-6.56
-7.055555556,-7.06
-0.555555556,-0.56
7.888888889,7.89
10.94444444,10.94
0.888888889,0.89
0.166666667,0.17
1.611111111,1.61
14.05555556,14.06
10.38888889,10.39
-0.888888889,-0.89
4.611111111,4.61
5.888888889,5.89
7.166666667,7.17
3.777777778,3.78
7.166666667,7.17
12.66666667,12.67
11.72222222,11.72
8.444444444,8.44
4.166666667,4.17
5.611111111,5.61
7.388888889,7.39
3.944444444,3.94
1.833333333,1.83
0.944444444,0.94
-1.611111111,-1.61
1.611111111,1.61
4.5,4.5
3.5,3.5
3.944444444,3.94
1.666666667,1.67
3.611111111,3.61
8.666666667,8.67
3.388888889,3.39
3.111111111,3.11
2.222222222,2.22
7.222222222,7.22
2.777777778,2.78
3.055555556,3.06
5.166666667,5.17
7.388888889,7.39
2.222222222,2.22
3.777777778,3.78
7.555555556,7.56
8.944444444,8.94
7.555555556,7.56
8.555555556,8.56
6.722222222,6.72
8.888888889,8.89
-2.222222222,-2.22
0.055555556,0.06
8.166666667,8.17
-0.222222222,-0.22
5.888888889,5.89
2.611111111,2.61
-0.722222222,-0.72
0.277777778,0.28
1.888888889,1.89
4,4
14.38888889,14.39
20.83333333,20.83
19.88888889,19.89
13.38888889,13.39
4.555555556,4.56
0.5,0.5
5.333333333,5.33
6.388888889,6.39
6.722222222,6.72
9.888888889,9.89
12.77777778,12.78
14.88888889,14.89
14.27777778,14.28
14.72222222,14.72
13.61111111,13.61
13.5,13.5
16.88888889,16.89
10.55555556,10.56
11.22222222,11.22
18.66666667,18.67
23.5,23.5
26,26
21.05555556,21.06
20.33333333,20.33
20.55555556,20.56
21.83333333,21.83
18.94444444,18.94
21.27777778,21.28
22.88888889,22.89
23,23
25,25
22.44444444,22.44
24,24
25.94444444,25.94
22,22
21.27777778,21.28
23.83333333,23.83
21.72222222,21.72
22,22
22.66666667,22.67
21.16666667,21.17
21.11111111,21.11
23.94444444,23.94
25.44444444,25.44
24.27777778,24.28
25.72222222,25.72
28.88888889,28.89
29.05555556,29.06
26.38888889,26.39
24.72222222,24.72
26,26
27.66666667,27.67
22.83333333,22.83
22.77777778,22.78
20.66666667,20.67
23.33333333,23.33
23.05555556,23.06
27.11111111,27.11
27.66666667,27.67
24.16666667,24.17
24.44444444,24.44
22.77777778,22.78
24.66666667,24.67
24.5,24.5
22.83333333,22.83
28.11111111,28.11
29.27777778,29.28
29.33333333,29.33
29.94444444,29.94
26.44444444,26.44
24.27777778,24.28
23.11111111,23.11
20.61111111,20.61
20.94444444,20.94
20.77777778,20.78
24.61111111,24.61
23,23
25,25
24.55555556,24.56
27.77777778,27.78
29.61111111,29.61
27.5,27.5
25.72222222,25.72
27.88888889,27.89
29.05555556,29.06
26.72222222,26.72
24.38888889,24.39
21.22222222,21.22
23.44444444,23.44
27.38888889,27.39
28.27777778,28.28
26.38888889,26.39
26.27777778,26.28
27.44444444,27.44
24.77777778,24.78
25.83333333,25.83
25.27777778,25.28
24.66666667,24.67
23.5,23.5
23.33333333,23.33
24.33333333,24.33
23.33333333,23.33
22.61111111,22.61
22.11111111,22.11
24.88888889,24.89
23.61111111,23.61
23.11111111,23.11
20.72222222,20.72
21.22222222,21.22
18.5,18.5
19.83333333,19.83
19.55555556,19.56
18.72222222,18.72
23.83333333,23.83
26.27777778,26.28
27.33333333,27.33
27.77777778,27.78
27.77777778,27.78
23,23
23.27777778,23.28
21.66666667,21.67
25.55555556,25.56
26,26
25.11111111,25.11
25.38888889,25.39
25.22222222,25.22
24.94444444,24.94
25.33333333,25.33
23.44444444,23.44
22.55555556,22.56
25.11111111,25.11
24.11111111,24.11
22.44444444,22.44
20.27777778,20.28
19.11111111,19.11
19.22222222,19.22
28.77777778,28.78
28.88888889,28.89
28.72222222,28.72
29.22222222,29.22
22.11111111,22.11
23,23
25,25
27.5,27.5
28.5,28.5
29.11111111,29.11
30,30
30.27777778,30.28
24.27777778,24.28
20.72222222,20.72
18.05555556,18.06
18.55555556,18.56
18.05555556,18.06
19.16666667,19.17
21,21
21.77777778,21.78
24.33333333,24.33
25.33333333,25.33
25.16666667,25.17
25.66666667,25.67
25.44444444,25.44
25.38888889,25.39
28.77777778,28.78
22.61111111,22.61
15.77777778,15.78
17.05555556,17.06
20.33333333,20.33
22.5,22.5
14.94444444,14.94
13.94444444,13.94
14.77777778,14.78
12.77777778,12.78
20.61111111,20.61
23.05555556,23.06
23.88888889,23.89
26.38888889,26.39
18.05555556,18.06
20.5,20.5
20.83333333,20.83
19.33333333,19.33
23.88888889,23.89
25.16666667,25.17
19,19
7.944444444,7.94
3.388888889,3.39
4.555555556,4.56
10.22222222,10.22
4.666666667,4.67
6.722222222,6.72
7.833333333,7.83
6.111111111,6.11
10.77777778,10.78
7.666666667,7.67
4.5,4.5
11.11111111,11.11
6.722222222,6.72
6,6
9.333333333,9.33
8.111111111,8.11
8.222222222,8.22
11.77777778,11.78
10.16666667,10.17
17.55555556,17.56
11.77777778,11.78
7.666666667,7.67
5.5,5.5
6.444444444,6.44
10.61111111,10.61
9.277777778,9.28
9.222222222,9.22
2.611111111,2.61
0.944444444,0.94
-0.777777778,-0.78
-4.444444444,-4.44
1.555555556,1.56
-0.277777778,-0.28
-5.5,-5.5
-3.888888889,-3.89
-2.333333333,-2.33
-0.055555556,-0.06
1,1
0.888888889,0.89
1.722222222,1.72
-0.833333333,-0.83
2.722222222,2.72
5.722222222,5.72
7,7
8.388888889,8.39
6.888888889,6.89
-2.444444444,-2.44
-7.722222222,-7.72
-5.222222222,-5.22
0.111111111,0.11
1.944444444,1.94
10.11111111,10.11
4.888888889,4.89
1.277777778,1.28
-1.111111111,-1.11
-0.611111111,-0.61
-1.611111111,-1.61
-7.888888889,-7.89
-6.5,-6.5
-5.888888889,-5.89
-7.222222222,-7.22
2.055555556,2.06
3.111111111,3.11
3.777777778,3.78
4.555555556,4.56
3.5,3.5
1.777777778,1.78
2.277777778,2.28
1.666666667,1.67
6.777777778,6.78
5.944444444,5.94
1.222222222,1.22
0.944444444,0.94
0.111111111,0.11
1.833333333,1.83
4.833333333,4.83
3.722222222,3.72
8.555555556,8.56
0.555555556,0.56
-4.333333333,-4.33
-1.222222222,-1.22
4.777777778,4.78
0.333333333,0.33
-1.555555556,-1.56
-0.333333333,-0.33
2.277777778,2.28
4.888888889,4.89
5.777777778,5.78
11.61111111,11.61
6.666666667,6.67
-3.5,-3.5
-5.555555556,-5.56
-2.444444444,-2.44
-1.166666667,-1.17
-2.444444444,-2.44
-10.5,-10.5
-1.555555556,-1.56
0.388888889,0.39
0.888888889,0.89
0.333333333,0.33
-2.444444444,-2.44
-12.33333333,-12.33
-9.944444444,-9.94
0.388888889,0.39
-1.166666667,-1.17
-7.5,-7.5
-8.555555556,-8.56
-8.055555556,-8.06
-8.666666667,-8.67
-3.388888889,-3.39
-13.38888889,-13.39
-21.5,-21.5
-13.33333333,-13.33
-4.388888889,-4.39
4.777777778,4.78
9.388888889,9.39
6.833333333,6.83
-1.333333333,-1.33
1.055555556,1.06
0.333333333,0.33
-10.5,-10.5
-7.333333333,-7.33
-1.555555556,-1.56
0.388888889,0.39
-0.277777778,-0.28
-2.166666667,-2.17
4.833333333,4.83
-7.5,-7.5
-4.388888889,-4.39
-1.5,-1.5
-3.111111111,-3.11
-1.166666667,-1.17
1.333333333,1.33
0.611111111,0.61
2.055555556,2.06
6.611111111,6.61
-0.111111111,-0.11
-4.722222222,-4.72
-0.388888889,-0.39
-1.277777778,-1.28
-4.888888889,-4.89
-0.166666667,-0.17
0.055555556,0.06
-6.666666667,-6.67
-14.05555556,-14.06
-9.888888889,-9.89
-5.444444444,-5.44
-2.111111111,-2.11
0.777777778,0.78
3.444444444,3.44
3.055555556,3.06
2.833333333,2.83
5.111111111,5.11
12.38888889,12.39
11.5,11.5
4,4
3.222222222,3.22
3.777777778,3.78
2.666666667,2.67
5.944444444,5.94
8,8
5.833333333,5.83
6.722222222,6.72
6.888888889,6.89
9.944444444,9.94
6.277777778,6.28
3.611111111,3.61
9.277777778,9.28
13.88888889,13.89
11.33333333,11.33
5.166666667,5.17
1.055555556,1.06
4.166666667,4.17
8.166666667,8.17
8.166666667,8.17
10.16666667,10.17
10.66666667,10.67
10.11111111,10.11
17.94444444,17.94
17,17
16.55555556,16.56
12.94444444,12.94
16,16
8.333333333,8.33
8.333333333,8.33
1.611111111,1.61
8.055555556,8.06
18,18
20.11111111,20.11
12,12
8.666666667,8.67
11.5,11.5
17.44444444,17.44
20.83333333,20.83
13.77777778,13.78
11.94444444,11.94
11.88888889,11.89
13.11111111,13.11
10.55555556,10.56
7.611111111,7.61
12.83333333,12.83
13.5,13.5
17.66666667,17.67
15.33333333,15.33
12.38888889,12.39
13.77777778,13.78
12.33333333,12.33
18.5,18.5
15.61111111,15.61
18.61111111,18.61
