temp(ORI),temp
14.55555556,14.56
11.11111111,11.11
8.888888889,8.89
8.722222222,8.72
10.11111111,10.11
14.11111111,14.11
18.38888889,18.39
23.5,23.5
24.22222222,24.22
24.77777778,24.78
20.27777778,20.28
12.55555556,12.56
13.44444444,13.44
20.83333333,20.83
21.16666667,21.17
25.77777778,25.78
25.16666667,25.17
20.83333333,20.83
24.33333333,24.33
24.5,24.5
21.94444444,21.94
20,20
20.55555556,20.56
23.11111111,23.11
20.22222222,20.22
20.38888889,20.39
23.72222222,23.72
23.55555556,23.56
25.16666667,25.17
24.88888889,24.89
23.5,23.5
23.94444444,23.94
20.11111111,20.11
21.83333333,21.83
18,18
16.77777778,16.78
18.44444444,18.44
19.27777778,19.28
22.11111111,22.11
19.16666667,19.17
22.11111111,22.11
21.11111111,21.11
19.33333333,19.33
19.33333333,19.33
21.44444444,21.44
23.05555556,23.06
21.61111111,21.61
24.05555556,24.06
25.05555556,25.06
25.77777778,25.78
23.55555556,23.56
26.33333333,26.33
26.55555556,26.56
26.44444444,26.44
27.88888889,27.89
25.44444444,25.44
25.72222222,25.72
26.66666667,26.67
27.83333333,27.83
24.38888889,24.39
25.05555556,25.06
27.27777778,27.28
29.44444444,29.44
24.44444444,24.44
24.61111111,24.61
26.27777778,26.28
27.61111111,27.61
24.22222222,24.22
25.16666667,25.17
26.38888889,26.39
28.55555556,28.56
29.77777778,29.78
29.66666667,29.67
27.11111111,27.11
22.5,22.5
21.55555556,21.56
22.11111111,22.11
23.33333333,23.33
24.33333333,24.33
25.94444444,25.94
26.77777778,26.78
24.61111111,24.61
22.77777778,22.78
21.27777778,21.28
21.11111111,21.11
23.16666667,23.17
23.44444444,23.44
24.05555556,24.06
24.83333333,24.83
24,24
23.72222222,23.72
25.11111111,25.11
22.94444444,22.94
22.94444444,22.94
24.27777778,24.28
25,25
24.5,24.5
22.77777778,22.78
21.44444444,21.44
24.05555556,24.06
23.22222222,23.22
25.66666667,25.67
24.27777778,24.28
22.55555556,22.56
21.94444444,21.94
22.77777778,22.78
20.55555556,20.56
19.11111111,19.11
20.66666667,20.67
22.5,22.5
21.66666667,21.67
19.33333333,19.33
22.5,22.5
20.77777778,20.78
20.44444444,20.44
20.16666667,20.17
18.44444444,18.44
24.61111111,24.61
20.44444444,20.44
19.16666667,19.17
22.22222222,22.22
15.5,15.5
19.33333333,19.33
24.38888889,24.39
26.33333333,26.33
26.77777778,26.78
27.27777778,27.28
21.94444444,21.94
21.27777778,21.28
20.44444444,20.44
11.72222222,11.72
22.11111111,22.11
23.5,23.5
24.16666667,24.17
25.33333333,25.33
24.33333333,24.33
23.27777778,23.28
18.27777778,18.28
19.44444444,19.44
20.88888889,20.89
16.61111111,16.61
22.77777778,22.78
21.77777778,21.78
22.33333333,22.33
25.88888889,25.89
27.11111111,27.11
25.83333333,25.83
17.5,17.5
13.16666667,13.17
15.66666667,15.67
15.83333333,15.83
13.33333333,13.33
11.77777778,11.78
15.55555556,15.56
17.5,17.5
8.5,8.5
7.777777778,7.78
10.33333333,10.33
8.722222222,8.72
14.11111111,14.11
7.666666667,7.67
6.833333333,6.83
11.05555556,11.06
14.38888889,14.39
13.66666667,13.67
15.44444444,15.44
10.16666667,10.17
13.61111111,13.61
8.111111111,8.11
8.333333333,8.33
8.111111111,8.11
9.666666667,9.67
8.611111111,8.61
3.111111111,3.11
2.777777778,2.78
-0.833333333,-0.83
3.333333333,3.33
3.833333333,3.83
7.222222222,7.22
8.444444444,8.44
5.055555556,5.06
7.666666667,7.67
-0.222222222,-0.22
-3.611111111,-3.61
5.388888889,5.39
7.555555556,7.56
-3.222222222,-3.22
-11.44444444,-11.44
-5.944444444,-5.94
-1.944444444,-1.94
-1.777777778,-1.78
0,0
3.666666667,3.67
4.277777778,4.28
3.722222222,3.72
3.055555556,3.06
9.777777778,9.78
0.611111111,0.61
1.722222222,1.72
5.833333333,5.83
8.722222222,8.72
9.944444444,9.94
5.444444444,5.44
1.277777778,1.28
3.5,3.5
6.888888889,6.89
2.111111111,2.11
-0.555555556,-0.56
1.222222222,1.22
4.611111111,4.61
5.888888889,5.89
3.166666667,3.17
0.555555556,0.56
6.944444444,6.94
5.944444444,5.94
-4.944444444,-4.94
-3.222222222,-3.22
4,4
5.833333333,5.83
-0.666666667,-0.67
-5,-5
-2.888888889,-2.89
-6.444444444,-6.44
-8.555555556,-8.56
-1.944444444,-1.94
1,1
2.5,2.5
3.777777778,3.78
3.944444444,3.94
8,8
11.38888889,11.39
11.83333333,11.83
3.611111111,3.61
9.777777778,9.78
10.77777778,10.78
0.833333333,0.83
0.277777778,0.28
3.5,3.5
6.611111111,6.61
2.5,2.5
-0.277777778,-0.28
2.944444444,2.94
0.944444444,0.94
1.055555556,1.06
-1.5,-1.5
8.666666667,8.67
12.11111111,12.11
1.777777778,1.78
-2.166666667,-2.17
1.555555556,1.56
3.055555556,3.06
5,5
-5.944444444,-5.94
-2.722222222,-2.72
-0.555555556,-0.56
-12.5,-12.5
-8.444444444,-8.44
-5.777777778,-5.78
-1.444444444,-1.44
0.277777778,0.28
0.611111111,0.61
0.277777778,0.28
-1.222222222,-1.22
-2.5,-2.5
-1.555555556,-1.56
-1.277777778,-1.28
-0.166666667,-0.17
2.166666667,2.17
2.111111111,2.11
7.444444444,7.44
8.833333333,8.83
1.666666667,1.67
-1.777777778,-1.78
-2.888888889,-2.89
-1.777777778,-1.78
-2.222222222,-2.22
2,2
0,0
1,1
-0.111111111,-0.11
-9.888888889,-9.89
-14.83333333,-14.83
-1.388888889,-1.39
-3.055555556,-3.06
3.777777778,3.78
2.277777778,2.28
-1.888888889,-1.89
-4.944444444,-4.94
-3.666666667,-3.67
2.888888889,2.89
7.833333333,7.83
6.111111111,6.11
1.333333333,1.33
-1.333333333,-1.33
-0.722222222,-0.72
-0.555555556,-0.56
-1.111111111,-1.11
10.38888889,10.39
7.833333333,7.83
6.5,6.5
7.111111111,7.11
7.277777778,7.28
4.055555556,4.06
4.944444444,4.94
11.88888889,11.89
12.88888889,12.89
5.111111111,5.11
5.666666667,5.67
8.166666667,8.17
6,6
1.777777778,1.78
3.055555556,3.06
4.222222222,4.22
6.555555556,6.56
8.555555556,8.56
13.11111111,13.11
7.333333333,7.33
1.055555556,1.06
-0.111111111,-0.11
1.833333333,1.83
4.944444444,4.94
6.888888889,6.89
11.11111111,11.11
12.22222222,12.22
18.61111111,18.61
12,12
10.83333333,10.83
6.944444444,6.94
7.777777778,7.78
12.05555556,12.06
13.44444444,13.44
4.222222222,4.22
8.777777778,8.78
12.94444444,12.94
21.38888889,21.39
19.11111111,19.11
8,8
6.444444444,6.44
12.27777778,12.28
13.77777778,13.78
3.777777778,3.78
3.777777778,3.78
3.055555556,3.06
0.722222222,0.72
3.444444444,3.44
7.277777778,7.28
12.66666667,12.67
11.72222222,11.72
10.72222222,10.72
15.94444444,15.94
13.33333333,13.33
11.72222222,11.72
8.444444444,8.44
11.77777778,11.78
14.77777778,14.78
17.77777778,17.78
11.5,11.5
13.5,13.5
15.44444444,15.44
20.38888889,20.39
16.44444444,16.44
11.66666667,11.67
8.277777778,8.28
10.05555556,10.06
13.66666667,13.67
10.11111111,10.11
9.722222222,9.72
10,10
9.388888889,9.39
10,10
10.88888889,10.89
18.05555556,18.06
17.94444444,17.94
16.77777778,16.78
18.72222222,18.72
14.05555556,14.06
14.44444444,14.44
15.44444444,15.44
16.16666667,16.17
19.38888889,19.39
22.77777778,22.78
24.94444444,24.94
24.22222222,24.22
24.27777778,24.28
22.33333333,22.33
22,22
20.5,20.5
18.33333333,18.33
19.11111111,19.11
21.05555556,21.06
26.11111111,26.11
26.5,26.5
24.33333333,24.33
25.05555556,25.06
27.38888889,27.39
25.88888889,25.89
26.94444444,26.94
25.5,25.5
21.33333333,21.33
22.16666667,22.17
24.38888889,24.39
21.83333333,21.83
19.88888889,19.89
20.27777778,20.28
22.05555556,22.06
23.77777778,23.78
21.33333333,21.33
13.44444444,13.44
24.05555556,24.06
24.33333333,24.33
23.27777778,23.28
20.83333333,20.83
21.88888889,21.89
23.77777778,23.78
28,28
25,25
24.44444444,24.44
28,28
22.11111111,22.11
23.05555556,23.06
24.22222222,24.22
26.22222222,26.22
26.44444444,26.44
25.27777778,25.28
27.33333333,27.33
28.11111111,28.11
27.38888889,27.39
27.33333333,27.33
23.88888889,23.89
26.44444444,26.44
23.88888889,23.89
23.38888889,23.39
25.16666667,25.17
23.88888889,23.89
22.44444444,22.44
25.61111111,25.61
27.5,27.5
27.83333333,27.83
25.27777778,25.28
23,23
24.61111111,24.61
24.55555556,24.56
24.88888889,24.89
26.38888889,26.39
28.33333333,28.33
24.16666667,24.17
23.88888889,23.89
25.11111111,25.11
23.27777778,23.28
21.83333333,21.83
20.94444444,20.94
22.11111111,22.11
19.88888889,19.89
17.55555556,17.56
17.11111111,17.11
19.72222222,19.72
21.5,21.5
24.33333333,24.33
24.94444444,24.94
23.16666667,23.17
21.16666667,21.17
24.05555556,24.06
25,25
24.44444444,24.44
23.5,23.5
22,22
23.27777778,23.28
22,22
19.5,19.5
19.33333333,19.33
20.83333333,20.83
19.72222222,19.72
24.72222222,24.72
26.44444444,26.44
26.44444444,26.44
26.38888889,26.39
26.77777778,26.78
26.61111111,26.61
22.72222222,22.72
19.11111111,19.11
22.33333333,22.33
20.94444444,20.94
21.83333333,21.83
17.83333333,17.83
18.38888889,18.39
21.44444444,21.44
23.83333333,23.83
25.22222222,25.22
21.11111111,21.11
20.16666667,20.17
19.72222222,19.72
20.22222222,20.22
20.05555556,20.06
18,18
18.5,18.5
18.5,18.5
19.27777778,19.28
19.44444444,19.44
14.44444444,14.44
12,12
14.27777778,14.28
16.05555556,16.06
16.83333333,16.83
16.33333333,16.33
18,18
19.61111111,19.61
21.61111111,21.61
18.33333333,18.33
12.77777778,12.78
11.88888889,11.89
15.05555556,15.06
10.94444444,10.94
8.666666667,8.67
9.888888889,9.89
9.166666667,9.17
9.444444444,9.44
17.55555556,17.56
19.61111111,19.61
17,17
20.94444444,20.94
19.72222222,19.72
20.66666667,20.67
16.66666667,16.67
13.33333333,13.33
19.16666667,19.17
10.55555556,10.56
6.222222222,6.22
12.77777778,12.78
9.5,9.5
6.944444444,6.94
10.33333333,10.33
10.5,10.5
19,19
9.777777778,9.78
6,6
7.722222222,7.72
2.888888889,2.89
2.555555556,2.56
6.388888889,6.39
7.166666667,7.17
3.722222222,3.72
9.333333333,9.33
5.722222222,5.72
3.777777778,3.78
11.83333333,11.83
16.55555556,16.56
15.94444444,15.94
15.77777778,15.78
15.72222222,15.72
16.27777778,16.28
16.83333333,16.83
17.72222222,17.72
3.722222222,3.72
6.111111111,6.11
1.666666667,1.67
7.166666667,7.17
8.111111111,8.11
7.111111111,7.11
3.277777778,3.28
6.055555556,6.06
14.16666667,14.17
14.22222222,14.22
7.888888889,7.89
5.555555556,5.56
2.777777778,2.78
7.166666667,7.17
9.055555556,9.06
6.111111111,6.11
4.5,4.5
3.666666667,3.67
5.166666667,5.17
-0.388888889,-0.39
-3,-3
-1.611111111,-1.61
1.5,1.5
1,1
1.166666667,1.17
2.555555556,2.56
1.888888889,1.89
1.833333333,1.83
6.777777778,6.78
6.722222222,6.72
10.22222222,10.22
6,6
1.166666667,1.17
-2.222222222,-2.22
-2.611111111,-2.61
-2,-2
-2.111111111,-2.11
-0.222222222,-0.22
4.611111111,4.61
1.555555556,1.56
6.555555556,6.56
4.166666667,4.17
8.611111111,8.61
-8.444444444,-8.44
-10.22222222,-10.22
-2.222222222,-2.22
4.777777778,4.78
-2.555555556,-2.56
-2.444444444,-2.44
1.777777778,1.78
-3.388888889,-3.39
-0.222222222,-0.22
-0.222222222,-0.22
-2,-2
-1.944444444,-1.94
-2.611111111,-2.61
-1.666666667,-1.67
-0.611111111,-0.61
-0.277777778,-0.28
-1.777777778,-1.78
-3.722222222,-3.72
-2.055555556,-2.06
1.277777778,1.28
4.333333333,4.33
3.277777778,3.28
0.5,0.5
0.055555556,0.06
-1.055555556,-1.06
0.944444444,0.94
-0.055555556,-0.06
-1.722222222,-1.72
3.611111111,3.61
-3.888888889,-3.89
-4.388888889,-4.39
1.888888889,1.89
0,0
-0.777777778,-0.78
-4.277777778,-4.28
-10.27777778,-10.28
-4.722222222,-4.72
1.333333333,1.33
0.888888889,0.89
0.166666667,0.17
-1.833333333,-1.83
-1.166666667,-1.17
1,1
-4,-4
-8.388888889,-8.39
-15.77777778,-15.78
-12.22222222,-12.22
-11.5,-11.5
-10.44444444,-10.44
-10.77777778,-10.78
-12.44444444,-12.44
-15.33333333,-15.33
-18.05555556,-18.06
-17.11111111,-17.11
-16.05555556,-16.06
-12.83333333,-12.83
-9.277777778,-9.28
-11.11111111,-11.11
-4.055555556,-4.06
1.333333333,1.33
3.388888889,3.39
7.777777778,7.78
6.388888889,6.39
1.666666667,1.67
3.833333333,3.83
6.5,6.5
10.11111111,10.11
1,1
2.777777778,2.78
8.833333333,8.83
5.277777778,5.28
2.5,2.5
4.888888889,4.89
8.111111111,8.11
12.61111111,12.61
14.38888889,14.39
16.66666667,16.67
13,13
7.833333333,7.83
9.222222222,9.22
7.555555556,7.56
3.722222222,3.72
4.944444444,4.94
5.944444444,5.94
5.222222222,5.22
4.166666667,4.17
6.166666667,6.17
11.22222222,11.22
12.94444444,12.94
13.44444444,13.44
11.66666667,11.67
9.555555556,9.56
9.277777778,9.28
13.77777778,13.78
6.722222222,6.72
10.44444444,10.44
13.66666667,13.67
4.888888889,4.89
1.388888889,1.39
4.444444444,4.44
12.72222222,12.72
17.16666667,17.17
19.33333333,19.33
20.66666667,20.67
19.88888889,19.89
11.61111111,11.61
15.27777778,15.28
11.66666667,11.67
8.777777778,8.78
11.22222222,11.22
10.94444444,10.94
8.611111111,8.61
8.555555556,8.56
9.888888889,9.89
11.94444444,11.94
12,12
9.833333333,9.83
1.611111111,1.61
4.333333333,4.33
6.666666667,6.67
10.55555556,10.56
11.38888889,11.39
11.11111111,11.11
18.05555556,18.06
22.55555556,22.56
20.11111111,20.11
14.88888889,14.89
16.22222222,16.22
19.16666667,19.17
19.5,19.5
18.77777778,18.78
13.44444444,13.44
13.66666667,13.67
13.5,13.5
14,14
10.11111111,10.11
7.777777778,7.78
11,11
10.88888889,10.89
10.27777778,10.28
11.61111111,11.61
14.44444444,14.44
15.5,15.5
17.55555556,17.56
17.94444444,17.94
17.88888889,17.89
21.38888889,21.39
23.88888889,23.89
23.94444444,23.94
23.33333333,23.33
23.44444444,23.44
24.88888889,24.89
24.66666667,24.67
23.16666667,23.17
20,20
12.55555556,12.56
11.72222222,11.72
14.83333333,14.83
17.05555556,17.06
19.27777778,19.28
20.11111111,20.11
22.22222222,22.22
24.11111111,24.11
25.55555556,25.56
25,25
24.44444444,24.44
24.44444444,24.44
23.94444444,23.94
26.72222222,26.72
27.38888889,27.39
29.27777778,29.28
26,26
24.66666667,24.67
24.16666667,24.17
22.77777778,22.78
26.27777778,26.28
28.55555556,28.56
21.88888889,21.89
26,26
18.55555556,18.56
18.66666667,18.67
23.77777778,23.78
22.94444444,22.94
23.11111111,23.11
21.05555556,21.06
25.55555556,25.56
25.16666667,25.17
23.38888889,23.39
23.88888889,23.89
24.05555556,24.06
20.66666667,20.67
21.61111111,21.61
24.11111111,24.11
25.38888889,25.39
26.05555556,26.06
25.55555556,25.56
23,23
21.11111111,21.11
21.38888889,21.39
21.83333333,21.83
21.72222222,21.72
21.94444444,21.94
25.33333333,25.33
23.27777778,23.28
22.5,22.5
21.11111111,21.11
22.44444444,22.44
23.77777778,23.78
23.05555556,23.06
24.94444444,24.94
26.22222222,26.22
26.72222222,26.72
27.72222222,27.72
26.55555556,26.56
25.61111111,25.61
24.61111111,24.61
26.16666667,26.17
27.33333333,27.33
23.11111111,23.11
17,17
19.05555556,19.06
20.22222222,20.22
18.66666667,18.67
20.22222222,20.22
22.61111111,22.61
24.05555556,24.06
26,26
24.5,24.5
23.55555556,23.56
27.88888889,27.89
28.16666667,28.17
21.27777778,21.28
23.16666667,23.17
21.94444444,21.94
20.44444444,20.44
21.38888889,21.39
23.77777778,23.78
21.61111111,21.61
22,22
23.66666667,23.67
24.5,24.5
23.72222222,23.72
23.16666667,23.17
26.61111111,26.61
25.66666667,25.67
25.44444444,25.44
26.27777778,26.28
27.44444444,27.44
27.5,27.5
24.77777778,24.78
22.55555556,22.56
21.88888889,21.89
19.55555556,19.56
20.5,20.5
21.77777778,21.78
19.27777778,19.28
22.66666667,22.67
24.33333333,24.33
19.33333333,19.33
18,18
19.33333333,19.33
24.27777778,24.28
24.88888889,24.89
24.33333333,24.33
25.27777778,25.28
20.11111111,20.11
20.16666667,20.17
21.88888889,21.89
23.77777778,23.78
24.55555556,24.56
24.44444444,24.44
18.38888889,18.39
15.77777778,15.78
13.72222222,13.72
18.33333333,18.33
13.66666667,13.67
19.88888889,19.89
24.83333333,24.83
22.05555556,22.06
22.5,22.5
22.88888889,22.89
22.27777778,22.28
21.88888889,21.89
20.66666667,20.67
18.55555556,18.56
18.5,18.5
20.27777778,20.28
19,19
16.94444444,16.94
22.72222222,22.72
24.72222222,24.72
19.22222222,19.22
17.05555556,17.06
19.61111111,19.61
18.11111111,18.11
14.11111111,14.11
10.05555556,10.06
11.83333333,11.83
14.83333333,14.83
15.16666667,15.17
18.22222222,18.22
10.83333333,10.83
10.38888889,10.39
10.66666667,10.67
14.33333333,14.33
10.66666667,10.67
9.111111111,9.11
11.11111111,11.11
9.833333333,9.83
11.22222222,11.22
11.05555556,11.06
8.555555556,8.56
4.166666667,4.17
3.388888889,3.39
2.555555556,2.56
2.333333333,2.33
4.333333333,4.33
7.944444444,7.94
11.33333333,11.33
13.16666667,13.17
11.72222222,11.72
11.94444444,11.94
10.77777778,10.78
4.111111111,4.11
2.555555556,2.56
2.833333333,2.83
3.222222222,3.22
9.333333333,9.33
11.83333333,11.83
2.666666667,2.67
0.388888889,0.39
7.666666667,7.67
8.833333333,8.83
-1.055555556,-1.06
1.388888889,1.39
9.388888889,9.39
2.111111111,2.11
-2.722222222,-2.72
3.722222222,3.72
1.666666667,1.67
3.277777778,3.28
5.833333333,5.83
9,9
10.83333333,10.83
8.611111111,8.61
3.833333333,3.83
7.111111111,7.11
0.166666667,0.17
-5,-5
-0.111111111,-0.11
6.333333333,6.33
7.388888889,7.39
5.555555556,5.56
4.388888889,4.39
5,5
9.333333333,9.33
15.94444444,15.94
8.055555556,8.06
0.388888889,0.39
1.666666667,1.67
-1.5,-1.5
1.111111111,1.11
0.666666667,0.67
-1.388888889,-1.39
6,6
12.33333333,12.33
10.44444444,10.44
6.777777778,6.78
10.38888889,10.39
5,5
2.055555556,2.06
2.055555556,2.06
6.888888889,6.89
-0.277777778,-0.28
-8.055555556,-8.06
-8,-8
-1,-1
-5.611111111,-5.61
-12.66666667,-12.67
-14.27777778,-14.28
-5.222222222,-5.22
-6.944444444,-6.94
-9.333333333,-9.33
-4.166666667,-4.17
-0.444444444,-0.44
-3.388888889,-3.39
-3,-3
-5.666666667,-5.67
-8.944444444,-8.94
-6.611111111,-6.61
-1.222222222,-1.22
-9.666666667,-9.67
-13.27777778,-13.28
-10.83333333,-10.83
-7,-7
-6.777777778,-6.78
-5.444444444,-5.44
-12.66666667,-12.67
-12.11111111,-12.11
-4.222222222,-4.22
-8.055555556,-8.06
-8.722222222,-8.72
-5.833333333,-5.83
-4.388888889,-4.39
1.944444444,1.94
-10.05555556,-10.06
-11.11111111,-11.11
-11.55555556,-11.56
-12.38888889,-12.39
-5.222222222,-5.22
-10,-10
-0.722222222,-0.72
-1.722222222,-1.72
-2.888888889,-2.89
-1.555555556,-1.56
-10.27777778,-10.28
-9.722222222,-9.72
-5.777777778,-5.78
-0.333333333,-0.33
3.666666667,3.67
-6.611111111,-6.61
-8.166666667,-8.17
-10.33333333,-10.33
2.611111111,2.61
4.777777778,4.78
-2.111111111,-2.11
-8.777777778,-8.78
-5.833333333,-5.83
-7.5,-7.5
-6.666666667,-6.67
