temp(ORI),temp
-3.222222222,-3.22
1.444444444,1.44
4.5,4.5
2.777777778,2.78
-2.555555556,-2.56
4.777777778,4.78
15.38888889,15.39
6.5,6.5
0.333333333,0.33
-0.277777778,-0.28
2.888888889,2.89
-2.611111111,-2.61
-4.777777778,-4.78
-8.666666667,-8.67
-2.222222222,-2.22
11.05555556,11.06
12.11111111,12.11
14.66666667,14.67
16.5,16.5
12.5,12.5
6,6
10.77777778,10.78
15.94444444,15.94
11.77777778,11.78
9.888888889,9.89
4.944444444,4.94
6.944444444,6.94
2.833333333,2.83
1.277777778,1.28
2.111111111,2.11
5.333333333,5.33
11.83333333,11.83
2.944444444,2.94
3.5,3.5
6.277777778,6.28
8.777777778,8.78
10.22222222,10.22
8.833333333,8.83
10.66666667,10.67
5.277777778,5.28
2.5,2.5
6,6
13.55555556,13.56
13.55555556,13.56
15.55555556,15.56
13.5,13.5
7.833333333,7.83
11.5,11.5
7.166666667,7.17
5,5
4.388888889,4.39
6.166666667,6.17
9.777777778,9.78
14.11111111,14.11
20.11111111,20.11
22.94444444,22.94
19.44444444,19.44
10.5,10.5
7.388888889,7.39
13.55555556,13.56
13.88888889,13.89
15.5,15.5
19.61111111,19.61
12.44444444,12.44
12.55555556,12.56
13,13
11.5,11.5
12.27777778,12.28
11.38888889,11.39
14.72222222,14.72
16.77777778,16.78
22.88888889,22.89
25.88888889,25.89
28.16666667,28.17
28.33333333,28.33
26,26
24.16666667,24.17
20.61111111,20.61
19.44444444,19.44
21.94444444,21.94
20.38888889,20.39
19.61111111,19.61
25.38888889,25.39
14.05555556,14.06
13.33333333,13.33
14.44444444,14.44
18,18
21.33333333,21.33
20.16666667,20.17
15.16666667,15.17
15.33333333,15.33
23.33333333,23.33
25.88888889,25.89
26.55555556,26.56
21.22222222,21.22
19.88888889,19.89
21,21
22.44444444,22.44
21,21
20.27777778,20.28
22.05555556,22.06
19.16666667,19.17
20.5,20.5
19.61111111,19.61
21.77777778,21.78
25.22222222,25.22
29.38888889,29.39
30.66666667,30.67
29.61111111,29.61
30.16666667,30.17
24.83333333,24.83
22.66666667,22.67
21.44444444,21.44
25,25
27.94444444,27.94
26.66666667,26.67
24.05555556,24.06
24.22222222,24.22
25.66666667,25.67
22.66666667,22.67
20.22222222,20.22
21.66666667,21.67
24.72222222,24.72
25.61111111,25.61
25.72222222,25.72
23.16666667,23.17
24.16666667,24.17
28.44444444,28.44
30.94444444,30.94
26.33333333,26.33
24.05555556,24.06
24.27777778,24.28
23.72222222,23.72
22.83333333,22.83
25.55555556,25.56
23.88888889,23.89
24.44444444,24.44
24.38888889,24.39
23.77777778,23.78
26.88888889,26.89
23.55555556,23.56
23.94444444,23.94
25.16666667,25.17
26.88888889,26.89
25.94444444,25.94
26.16666667,26.17
29.66666667,29.67
26.44444444,26.44
21.38888889,21.39
20.27777778,20.28
23.66666667,23.67
21.83333333,21.83
20.27777778,20.28
20.5,20.5
22.55555556,22.56
25.77777778,25.78
23.22222222,23.22
25.55555556,25.56
25.77777778,25.78
24.72222222,24.72
27.83333333,27.83
28.33333333,28.33
25.88888889,25.89
21.94444444,21.94
21.66666667,21.67
22.5,22.5
20.88888889,20.89
23.16666667,23.17
23.72222222,23.72
21.44444444,21.44
22.16666667,22.17
21.33333333,21.33
21.27777778,21.28
23.05555556,23.06
21.94444444,21.94
20.27777778,20.28
20.88888889,20.89
22.11111111,22.11
22.27777778,22.28
23.38888889,23.39
23.77777778,23.78
23.44444444,23.44
24.11111111,24.11
25.16666667,25.17
22.11111111,22.11
20.55555556,20.56
21.94444444,21.94
22.44444444,22.44
22.33333333,22.33
21.38888889,21.39
21.61111111,21.61
22.05555556,22.06
21.11111111,21.11
19.77777778,19.78
19.55555556,19.56
22.38888889,22.39
17.5,17.5
16.55555556,16.56
17.88888889,17.89
18.44444444,18.44
20.94444444,20.94
22.11111111,22.11
24.66666667,24.67
24.66666667,24.67
22.61111111,22.61
27.16666667,27.17
23.55555556,23.56
16.11111111,16.11
11.94444444,11.94
18.94444444,18.94
18.72222222,18.72
13.33333333,13.33
12.22222222,12.22
10.22222222,10.22
11.5,11.5
12.27777778,12.28
14.11111111,14.11
14.72222222,14.72
13,13
11.83333333,11.83
14.61111111,14.61
17.44444444,17.44
10.38888889,10.39
6.944444444,6.94
12.5,12.5
15.83333333,15.83
15.94444444,15.94
16.16666667,16.17
9.166666667,9.17
9.388888889,9.39
7.888888889,7.89
10.72222222,10.72
4.611111111,4.61
3.944444444,3.94
2.611111111,2.61
8.833333333,8.83
16.44444444,16.44
19.16666667,19.17
20.77777778,20.78
20.88888889,20.89
11.27777778,11.28
7.444444444,7.44
7.944444444,7.94
8.888888889,8.89
8.888888889,8.89
12.33333333,12.33
12.11111111,12.11
9.5,9.5
14.55555556,14.56
16.94444444,16.94
20.61111111,20.61
13.33333333,13.33
11.88888889,11.89
8.888888889,8.89
10.77777778,10.78
17.5,17.5
18.22222222,18.22
3.833333333,3.83
-0.722222222,-0.72
-1.111111111,-1.11
0.444444444,0.44
1.555555556,1.56
-0.444444444,-0.44
-0.277777778,-0.28
-4.222222222,-4.22
-4.611111111,-4.61
-2.888888889,-2.89
3.055555556,3.06
4.777777778,4.78
8.333333333,8.33
7.722222222,7.72
4.555555556,4.56
5.111111111,5.11
6.777777778,6.78
5.833333333,5.83
9.166666667,9.17
-2.388888889,-2.39
-1.833333333,-1.83
8.055555556,8.06
-0.722222222,-0.72
-1.111111111,-1.11
2.722222222,2.72
6.222222222,6.22
3.388888889,3.39
4.555555556,4.56
6.722222222,6.72
5.166666667,5.17
2,2
1.833333333,1.83
3.944444444,3.94
9,9
1.388888889,1.39
-1,-1
-4.444444444,-4.44
-6,-6
-3.666666667,-3.67
-0.722222222,-0.72
-3.777777778,-3.78
-15.22222222,-15.22
-18.66666667,-18.67
-12.94444444,-12.94
-10.5,-10.5
-5.888888889,-5.89
-7.833333333,-7.83
3.722222222,3.72
13.16666667,13.17
5.388888889,5.39
2.611111111,2.61
9.722222222,9.72
8.944444444,8.94
7.166666667,7.17
2.777777778,2.78
1.222222222,1.22
0.333333333,0.33
-1.388888889,-1.39
-0.611111111,-0.61
1.5,1.5
5.333333333,5.33
8.944444444,8.94
3.166666667,3.17
-2,-2
-1.388888889,-1.39
3.722222222,3.72
8.833333333,8.83
3.777777778,3.78
1.944444444,1.94
3.666666667,3.67
0.277777778,0.28
0.333333333,0.33
0.888888889,0.89
-0.333333333,-0.33
1.611111111,1.61
0.833333333,0.83
-4.444444444,-4.44
-0.055555556,-0.06
4.222222222,4.22
-3.944444444,-3.94
-8.666666667,-8.67
-10.72222222,-10.72
-6.555555556,-6.56
-1.111111111,-1.11
-10.27777778,-10.28
1,1
5.833333333,5.83
5.111111111,5.11
7.333333333,7.33
2.222222222,2.22
5.444444444,5.44
1.333333333,1.33
-0.555555556,-0.56
2.555555556,2.56
6.555555556,6.56
8.888888889,8.89
7.111111111,7.11
1.222222222,1.22
-3.277777778,-3.28
3.666666667,3.67
8,8
6.611111111,6.61
5.333333333,5.33
7.611111111,7.61
4.5,4.5
-3.111111111,-3.11
0.722222222,0.72
5.222222222,5.22
12,12
6.944444444,6.94
7.722222222,7.72
5.222222222,5.22
2.833333333,2.83
2.277777778,2.28
9.277777778,9.28
12.88888889,12.89
6.5,6.5
5.666666667,5.67
4.333333333,4.33
2.222222222,2.22
2.944444444,2.94
3.166666667,3.17
-0.333333333,-0.33
1,1
4.388888889,4.39
8.666666667,8.67
0.555555556,0.56
-5.333333333,-5.33
-2.055555556,-2.06
4.777777778,4.78
5.611111111,5.61
10.11111111,10.11
9.444444444,9.44
5.555555556,5.56
5.666666667,5.67
11.05555556,11.06
6.055555556,6.06
5.555555556,5.56
6.111111111,6.11
11.33333333,11.33
16.38888889,16.39
5.777777778,5.78
9.555555556,9.56
16.88888889,16.89
21.55555556,21.56
14.38888889,14.39
5.555555556,5.56
7.777777778,7.78
11.27777778,11.28
13,13
14.72222222,14.72
18.77777778,18.78
20,20
19.44444444,19.44
20.55555556,20.56
18.94444444,18.94
6.333333333,6.33
8.944444444,8.94
10.61111111,10.61
19.94444444,19.94
19.27777778,19.28
12.22222222,12.22
5,5
5.722222222,5.72
8.333333333,8.33
12.27777778,12.28
9.722222222,9.72
12,12
15.5,15.5
12.5,12.5
8.111111111,8.11
11.72222222,11.72
11.83333333,11.83
11.44444444,11.44
15.05555556,15.06
18.27777778,18.28
18.83333333,18.83
19.72222222,19.72
18.22222222,18.22
17.16666667,17.17
19.83333333,19.83
21.27777778,21.28
22.38888889,22.39
21,21
19.88888889,19.89
16.72222222,16.72
16.55555556,16.56
18,18
19.5,19.5
18.44444444,18.44
15.27777778,15.28
17.22222222,17.22
19.33333333,19.33
21,21
22.5,22.5
18.5,18.5
16.94444444,16.94
19.33333333,19.33
20,20
21.83333333,21.83
24.16666667,24.17
25.27777778,25.28
25.27777778,25.28
26.66666667,26.67
26,26
25.22222222,25.22
20.61111111,20.61
23,23
21.11111111,21.11
18.66666667,18.67
19.16666667,19.17
22.44444444,22.44
17.94444444,17.94
17.11111111,17.11
21.77777778,21.78
22.72222222,22.72
24.38888889,24.39
19,19
20.61111111,20.61
22.77777778,22.78
25.22222222,25.22
25.61111111,25.61
25.44444444,25.44
24.66666667,24.67
24.27777778,24.28
26.66666667,26.67
27.22222222,27.22
23.05555556,23.06
23.38888889,23.39
23.55555556,23.56
22.83333333,22.83
22.33333333,22.33
23.11111111,23.11
22.44444444,22.44
23.11111111,23.11
25.5,25.5
25.05555556,25.06
22.61111111,22.61
21.94444444,21.94
20.38888889,20.39
21.83333333,21.83
20.44444444,20.44
25.88888889,25.89
26.11111111,26.11
24.22222222,24.22
26.44444444,26.44
24,24
23.05555556,23.06
23.22222222,23.22
21.38888889,21.39
24.44444444,24.44
24.77777778,24.78
21,21
20.5,20.5
24.33333333,24.33
24.22222222,24.22
26.77777778,26.78
28.66666667,28.67
30.16666667,30.17
30.94444444,30.94
26.27777778,26.28
21.55555556,21.56
23.11111111,23.11
24.16666667,24.17
21.61111111,21.61
23.27777778,23.28
25.88888889,25.89
23.5,23.5
20.27777778,20.28
20.72222222,20.72
21.44444444,21.44
19.61111111,19.61
20.77777778,20.78
23.05555556,23.06
24.72222222,24.72
22.27777778,22.28
22.33333333,22.33
19.22222222,19.22
16.5,16.5
21,21
17.83333333,17.83
23.11111111,23.11
28.11111111,28.11
28.44444444,28.44
28.44444444,28.44
29.44444444,29.44
30.44444444,30.44
28.61111111,28.61
24.38888889,24.39
20.11111111,20.11
19.55555556,19.56
17.33333333,17.33
19.55555556,19.56
17.33333333,17.33
19.66666667,19.67
19.11111111,19.11
26.11111111,26.11
27.22222222,27.22
25.16666667,25.17
23.05555556,23.06
19.61111111,19.61
20.61111111,20.61
18.44444444,18.44
19.16666667,19.17
19.55555556,19.56
17.72222222,17.72
17.27777778,17.28
15.83333333,15.83
18.44444444,18.44
15.66666667,15.67
15,15
11.66666667,11.67
21.5,21.5
20.5,20.5
19.88888889,19.89
20.05555556,20.06
22.88888889,22.89
22.61111111,22.61
23.05555556,23.06
20.61111111,20.61
18.38888889,18.39
17.38888889,17.39
20.88888889,20.89
23.55555556,23.56
21.61111111,21.61
21.66666667,21.67
23.33333333,23.33
22.5,22.5
18.88888889,18.89
11.77777778,11.78
9.888888889,9.89
12.44444444,12.44
10.16666667,10.17
9.833333333,9.83
14.88888889,14.89
19.16666667,19.17
16.55555556,16.56
11.77777778,11.78
10.38888889,10.39
9.333333333,9.33
6.277777778,6.28
14.33333333,14.33
13.33333333,13.33
12.77777778,12.78
14.77777778,14.78
9.888888889,9.89
15.27777778,15.28
19.27777778,19.28
19.88888889,19.89
19.77777778,19.78
15.61111111,15.61
5.888888889,5.89
5.166666667,5.17
1.333333333,1.33
-0.222222222,-0.22
0.555555556,0.56
6.666666667,6.67
11.33333333,11.33
9.388888889,9.39
6,6
16.33333333,16.33
13.44444444,13.44
16.94444444,16.94
8.944444444,8.94
5.833333333,5.83
4.388888889,4.39
8.944444444,8.94
9.055555556,9.06
7.944444444,7.94
11.55555556,11.56
14.5,14.5
11.38888889,11.39
3.722222222,3.72
8.055555556,8.06
8.166666667,8.17
5.222222222,5.22
3.611111111,3.61
4.5,4.5
0.666666667,0.67
0.388888889,0.39
0.444444444,0.44
-2.611111111,-2.61
-5.555555556,-5.56
3.111111111,3.11
7.666666667,7.67
7.111111111,7.11
4.5,4.5
4.111111111,4.11
3.222222222,3.22
3.5,3.5
3.222222222,3.22
8,8
10.5,10.5
8.666666667,8.67
-0.222222222,-0.22
0.333333333,0.33
1.777777778,1.78
2.166666667,2.17
4,4
8.111111111,8.11
7.166666667,7.17
4.388888889,4.39
-0.666666667,-0.67
-2.777777778,-2.78
4.166666667,4.17
8,8
8.888888889,8.89
10.66666667,10.67
12.27777778,12.28
11.44444444,11.44
3.166666667,3.17
3.944444444,3.94
1.555555556,1.56
1.166666667,1.17
1.722222222,1.72
0.388888889,0.39
-0.111111111,-0.11
-0.055555556,-0.06
-1.166666667,-1.17
0.222222222,0.22
0.777777778,0.78
1.333333333,1.33
1.888888889,1.89
2.444444444,2.44
1.388888889,1.39
-0.222222222,-0.22
0.722222222,0.72
1.5,1.5
-10.5,-10.5
-21.38888889,-21.39
-17.77777778,-17.78
-16.27777778,-16.28
-8.333333333,-8.33
-3.277777778,-3.28
-11.05555556,-11.06
-16.16666667,-16.17
-10.5,-10.5
-0.722222222,-0.72
1.833333333,1.83
3.777777778,3.78
3.5,3.5
3.166666667,3.17
2.5,2.5
1.166666667,1.17
1.333333333,1.33
3.722222222,3.72
3.388888889,3.39
7.611111111,7.61
4.444444444,4.44
3.555555556,3.56
3.888888889,3.89
3.555555556,3.56
-0.111111111,-0.11
5.055555556,5.06
11.94444444,11.94
12,12
3.333333333,3.33
1.555555556,1.56
2,2
3.777777778,3.78
5.166666667,5.17
6.944444444,6.94
-2.166666667,-2.17
-9.333333333,-9.33
-3.055555556,-3.06
1,1
6.722222222,6.72
12.22222222,12.22
11.5,11.5
8.277777778,8.28
1,1
9.222222222,9.22
14.27777778,14.28
17.5,17.5
-2.888888889,-2.89
1.222222222,1.22
3.444444444,3.44
8.722222222,8.72
15.55555556,15.56
18.66666667,18.67
9.388888889,9.39
6.666666667,6.67
7.555555556,7.56
11.22222222,11.22
5.222222222,5.22
0.555555556,0.56
10.16666667,10.17
14.27777778,14.28
16.72222222,16.72
15.5,15.5
9,9
10.22222222,10.22
3.277777778,3.28
-1.055555556,-1.06
6.833333333,6.83
6.5,6.5
4,4
5.111111111,5.11
3.555555556,3.56
8.777777778,8.78
13,13
6.944444444,6.94
3.333333333,3.33
8.666666667,8.67
14.72222222,14.72
17.5,17.5
14.5,14.5
14.38888889,14.39
12,12
3.111111111,3.11
3.277777778,3.28
-3.388888889,-3.39
5.888888889,5.89
8.833333333,8.83
10.38888889,10.39
14.38888889,14.39
13.44444444,13.44
13.94444444,13.94
13.05555556,13.06
16.11111111,16.11
22.66666667,22.67
21.55555556,21.56
22,22
18.5,18.5
10.88888889,10.89
2.5,2.5
1.277777778,1.28
-1.333333333,-1.33
4.888888889,4.89
4.777777778,4.78
3.777777778,3.78
1.722222222,1.72
6.944444444,6.94
9.111111111,9.11
10.83333333,10.83
8.444444444,8.44
9,9
10.38888889,10.39
11.66666667,11.67
10.44444444,10.44
12.44444444,12.44
6.833333333,6.83
10.72222222,10.72
7.444444444,7.44
8,8
8.555555556,8.56
9.111111111,9.11
9.666666667,9.67
26.55555556,26.56
27.11111111,27.11
19.61111111,19.61
16.66666667,16.67
15.83333333,15.83
10.88888889,10.89
12.61111111,12.61
14.44444444,14.44
10.33333333,10.33
17.94444444,17.94
20.38888889,20.39
20.61111111,20.61
20.16666667,20.17
19.66666667,19.67
21.38888889,21.39
19.66666667,19.67
19.88888889,19.89
17.94444444,17.94
19.22222222,19.22
21.38888889,21.39
20.22222222,20.22
19.33333333,19.33
24.5,24.5
23.61111111,23.61
21.83333333,21.83
22.83333333,22.83
22.33333333,22.33
22.33333333,22.33
21.05555556,21.06
18.61111111,18.61
19.66666667,19.67
25.61111111,25.61
26,26
25.88888889,25.89
24.55555556,24.56
28.77777778,28.78
29.33333333,29.33
26.55555556,26.56
27.88888889,27.89
27.66666667,27.67
27.11111111,27.11
28.61111111,28.61
26.33333333,26.33
26.5,26.5
23.83333333,23.83
23.38888889,23.39
23,23
25.27777778,25.28
27.66666667,27.67
21.27777778,21.28
19.38888889,19.39
25.11111111,25.11
25,25
24,24
23.83333333,23.83
22.5,22.5
24.22222222,24.22
24.16666667,24.17
21.11111111,21.11
23.5,23.5
23.22222222,23.22
23.88888889,23.89
26.72222222,26.72
28.05555556,28.06
27.94444444,27.94
22.72222222,22.72
23.61111111,23.61
20.11111111,20.11
19.5,19.5
20.83333333,20.83
22.27777778,22.28
21.33333333,21.33
23.66666667,23.67
24.22222222,24.22
22.66666667,22.67
22.44444444,22.44
22.27777778,22.28
24.5,24.5
24.55555556,24.56
23.55555556,23.56
23.22222222,23.22
25.16666667,25.17
23.94444444,23.94
25.44444444,25.44
26.22222222,26.22
27.61111111,27.61
23.44444444,23.44
21.22222222,21.22
22.22222222,22.22
18.66666667,18.67
17.88888889,17.89
19.66666667,19.67
20,20
20.61111111,20.61
21.55555556,21.56
23.5,23.5
24.22222222,24.22
23.44444444,23.44
22.33333333,22.33
19.22222222,19.22
18.61111111,18.61
17.77777778,17.78
17.5,17.5
20.38888889,20.39
25.94444444,25.94
27.16666667,27.17
29.11111111,29.11
29.5,29.5
24.94444444,24.94
26.88888889,26.89
25.16666667,25.17
22.11111111,22.11
20.44444444,20.44
17.55555556,17.56
16.55555556,16.56
19.61111111,19.61
24,24
20.44444444,20.44
14.16666667,14.17
12.83333333,12.83
15.55555556,15.56
17.5,17.5
19.72222222,19.72
22,22
19.88888889,19.89
23.88888889,23.89
23.88888889,23.89
23.11111111,23.11
21.33333333,21.33
21.22222222,21.22
23.38888889,23.39
25.44444444,25.44
21.61111111,21.61
21.66666667,21.67
18.05555556,18.06
18.5,18.5
18.33333333,18.33
18.88888889,18.89
19.77777778,19.78
20.55555556,20.56
21.33333333,21.33
20.55555556,20.56
17.38888889,17.39
13.44444444,13.44
17.5,17.5
17.27777778,17.28
22.11111111,22.11
20.33333333,20.33
12.11111111,12.11
12.27777778,12.28
14.83333333,14.83
16,16
16.38888889,16.39
21.83333333,21.83
15.94444444,15.94
10.72222222,10.72
8.111111111,8.11
6.388888889,6.39
9.722222222,9.72
12.33333333,12.33
11.72222222,11.72
15.22222222,15.22
18.27777778,18.28
14.66666667,14.67
11.66666667,11.67
7,7
15,15
8.888888889,8.89
8.166666667,8.17
16.72222222,16.72
23.38888889,23.39
22.66666667,22.67
14.77777778,14.78
7.111111111,7.11
9.722222222,9.72
15.27777778,15.28
18.33333333,18.33
17.44444444,17.44
10.83333333,10.83
9.388888889,9.39
7.055555556,7.06
10.5,10.5
13.22222222,13.22
9.888888889,9.89
6,6
9.722222222,9.72
10.33333333,10.33
8.944444444,8.94
8.166666667,8.17
11.88888889,11.89
16,16
15.05555556,15.06
7.055555556,7.06
2.611111111,2.61
4.444444444,4.44
3.444444444,3.44
10.77777778,10.78
8.611111111,8.61
1.277777778,1.28
3.444444444,3.44
-0.777777778,-0.78
-3.722222222,-3.72
-5.222222222,-5.22
-4.388888889,-4.39
-5.555555556,-5.56
-6,-6
2.222222222,2.22
-8.722222222,-8.72
-4.277777778,-4.28
3.666666667,3.67
9.944444444,9.94
8.888888889,8.89
1,1
-1.611111111,-1.61
-8.555555556,-8.56
-6,-6
2.5,2.5
6.666666667,6.67
10.77777778,10.78
5,5
1.5,1.5
0.444444444,0.44
-1.555555556,-1.56
-3.555555556,-3.56
0.333333333,0.33
5.222222222,5.22
2.222222222,2.22
4.888888889,4.89
7.944444444,7.94
9.944444444,9.94
8.722222222,8.72
8.888888889,8.89
7.111111111,7.11
3.777777778,3.78
